  PID   TID   UID COMM                        CMDLINE                     CMD             LABEL                          STAT  WCHAN 
16351 16809 10826 app_process64               com.shazam.android          Firebase Backgr u:r:untrusted_app:s0:c58,c259,c512,c768 SN futex_wait_queue_me
16351 16810 10826 app_process64               com.shazam.android          Firebase Backgr u:r:untrusted_app:s0:c58,c259,c512,c768 SN futex_wait_queue_me
16351 16811 10826 app_process64               com.shazam.android          Firebase Backgr u:r:untrusted_app:s0:c58,c259,c512,c768 SN futex_wait_queue_me
16351 16812 10826 app_process64               com.shazam.android          pool-16-thread- u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 16814 10826 app_process64               com.shazam.android          GmsDynamite     u:r:untrusted_app:s0:c58,c259,c512,c768 SN futex_wait_queue_me
16351 16815 10826 app_process64               com.shazam.android          DefaultDispatch u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 16816 10826 app_process64               com.shazam.android          DefaultDispatch u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 16817 10826 app_process64               com.shazam.android          DefaultDispatch u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 16818 10826 app_process64               com.shazam.android          FileObserver    u:r:untrusted_app:s0:c58,c259,c512,c768 S wait_woken
16351 16819 10826 app_process64               com.shazam.android          queued-work-loo u:r:untrusted_app:s0:c58,c259,c512,c768 S< do_epoll_wait
16351 16820 10826 app_process64               com.shazam.android          GoogleApiHandle u:r:untrusted_app:s0:c58,c259,c512,c768 SN do_epoll_wait
16351 16821 10826 app_process64               com.shazam.android          CriticalExecuto u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 16822 10826 app_process64               com.shazam.android          RxSchedulerPurg u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 16823 10826 app_process64               com.shazam.android          Measurement Wor u:r:untrusted_app:s0:c58,c259,c512,c768 SN futex_wait_queue_me
16351 16824 10826 app_process64               com.shazam.android          RxCachedWorkerP u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 16825 10826 app_process64               com.shazam.android          CriticalExecuto u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 16826 10826 app_process64               com.shazam.android          GoogleApiHandle u:r:untrusted_app:s0:c58,c259,c512,c768 SN do_epoll_wait
16351 16827 10826 app_process64               com.shazam.android          ProcessStablePh u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 16832 10826 app_process64               com.shazam.android          WM.task-1       u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 16835 10826 app_process64               com.shazam.android          TokenRefresher  u:r:untrusted_app:s0:c58,c259,c512,c768 SN do_epoll_wait
16351 16880 10826 app_process64               com.shazam.android          CriticalExecuto u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 16881 10826 app_process64               com.shazam.android          CriticalExecuto u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 16882 10826 app_process64               com.shazam.android          CriticalExecuto u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 16894 10826 app_process64               com.shazam.android          RxCachedThreadS u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 16895 10826 app_process64               com.shazam.android          RxCachedThreadS u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 16919 10826 app_process64               com.shazam.android          WM.task-2       u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 16958 10826 app_process64               com.shazam.android          binder:16351_3  u:r:untrusted_app:s0:c58,c259,c512,c768 S binder_thread_read
16351 17089 10826 app_process64               com.shazam.android          StepListenerThr u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 17094 10826 app_process64               com.shazam.android          ConnectivityThr u:r:untrusted_app:s0:c58,c259,c512,c768 S do_epoll_wait
16351 17105 10826 app_process64               com.shazam.android          RxCachedThreadS u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 17106 10826 app_process64               com.shazam.android          DefaultDispatch u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 17107 10826 app_process64               com.shazam.android          WM.task-3       u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 17108 10826 app_process64               com.shazam.android          RxCachedThreadS u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 17109 10826 app_process64               com.shazam.android          RxCachedThreadS u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 17110 10826 app_process64               com.shazam.android          WM.task-4       u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 17126 10826 app_process64               com.shazam.android          DefaultDispatch u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 17127 10826 app_process64               com.shazam.android          DefaultDispatch u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 17128 10826 app_process64               com.shazam.android          DefaultDispatch u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 17130 10826 app_process64               com.shazam.android          DefaultDispatch u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 17132 10826 app_process64               com.shazam.android          DefaultDispatch u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 17133 10826 app_process64               com.shazam.android          DefaultDispatch u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 17134 10826 app_process64               com.shazam.android          DefaultDispatch u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 17135 10826 app_process64               com.shazam.android          DefaultDispatch u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 17187 10826 app_process64               com.shazam.android          OkHttp Connecti u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16354 16354 10834 app_process64               com.snapchat.android        napchat.android u:r:untrusted_app:s0:c66,c259,c512,c768 S< do_epoll_wait
16354 16954 10834 app_process64               com.snapchat.android        Signal Catcher  u:r:untrusted_app:s0:c66,c259,c512,c768 S< do_sigtimedwait
16354 16964 10834 app_process64               com.snapchat.android        perfetto_hprof_ u:r:untrusted_app:s0:c66,c259,c512,c768 S< pipe_read
16354 16990 10834 app_process64               com.snapchat.android        Jit thread pool u:r:untrusted_app:s0:c66,c259,c512,c768 SN futex_wait_queue_me
16354 16991 10834 app_process64               com.snapchat.android        HeapTaskDaemon  u:r:untrusted_app:s0:c66,c259,c512,c768 SN futex_wait_queue_me
16354 16992 10834 app_process64               com.snapchat.android        ReferenceQueueD u:r:untrusted_app:s0:c66,c259,c512,c768 SN futex_wait_queue_me
16354 16993 10834 app_process64               com.snapchat.android        FinalizerDaemon u:r:untrusted_app:s0:c66,c259,c512,c768 SN futex_wait_queue_me
16354 16994 10834 app_process64               com.snapchat.android        FinalizerWatchd u:r:untrusted_app:s0:c66,c259,c512,c768 SN futex_wait_queue_me
16354 16996 10834 app_process64               com.snapchat.android        binder:16354_1  u:r:untrusted_app:s0:c66,c259,c512,c768 S binder_thread_read
16354 16997 10834 app_process64               com.snapchat.android        binder:16354_2  u:r:untrusted_app:s0:c66,c259,c512,c768 S binder_thread_read
16354 16998 10834 app_process64               com.snapchat.android        binder:16354_3  u:r:untrusted_app:s0:c66,c259,c512,c768 S binder_thread_read
16354 17042 10834 app_process64               com.snapchat.android        Profile Saver   u:r:untrusted_app:s0:c66,c259,c512,c768 SN futex_wait_queue_me
16354 17056 10834 app_process64               com.snapchat.android        android.bg      u:r:untrusted_app:s0:c66,c259,c512,c768 SN do_epoll_wait
16354 17059 10834 app_process64               com.snapchat.android        ui-bg-0         u:r:untrusted_app:s0:c66,c259,c512,c768 S< futex_wait_queue_me
16354 17060 10834 app_process64               com.snapchat.android        CPU-0           u:r:untrusted_app:s0:c66,c259,c512,c768 SN futex_wait_queue_me
16354 17061 10834 app_process64               com.snapchat.android        CPU-1           u:r:untrusted_app:s0:c66,c259,c512,c768 SN futex_wait_queue_me
16354 17062 10834 app_process64               com.snapchat.android        CPU-2           u:r:untrusted_app:s0:c66,c259,c512,c768 SN futex_wait_queue_me
16354 17065 10834 app_process64               com.snapchat.android        CPU-3           u:r:untrusted_app:s0:c66,c259,c512,c768 SN futex_wait_queue_me
16354 17066 10834 app_process64               com.snapchat.android        query-0         u:r:untrusted_app:s0:c66,c259,c512,c768 S< futex_wait_queue_me
16354 17067 10834 app_process64               com.snapchat.android        ThreadPoolServi u:r:untrusted_app:s0:c66,c259,c512,c768 S do_epoll_wait
16354 17068 10834 app_process64               com.snapchat.android        CPU-4           u:r:untrusted_app:s0:c66,c259,c512,c768 SN futex_wait_queue_me
16354 17069 10834 app_process64               com.snapchat.android        ThreadPoolForeg u:r:untrusted_app:s0:c66,c259,c512,c768 S futex_wait_queue_me
16354 17070 10834 app_process64               com.snapchat.android        CPU-5           u:r:untrusted_app:s0:c66,c259,c512,c768 SN futex_wait_queue_me
16354 17071 10834 app_process64               com.snapchat.android        ui-bg-1         u:r:untrusted_app:s0:c66,c259,c512,c768 S< futex_wait_queue_me
16354 17072 10834 app_process64               com.snapchat.android        query-1         u:r:untrusted_app:s0:c66,c259,c512,c768 S< futex_wait_queue_me
16354 17077 10834 app_process64               com.snapchat.android        ui-bg-2         u:r:untrusted_app:s0:c66,c259,c512,c768 S< futex_wait_queue_me
16354 17078 10834 app_process64               com.snapchat.android        clt-jni-backgro u:r:untrusted_app:s0:c66,c259,c512,c768 S< futex_wait_queue_me
16354 17079 10834 app_process64               com.snapchat.android        clt-jni-backgro u:r:untrusted_app:s0:c66,c259,c512,c768 S< futex_wait_queue_me
16354 17080 10834 app_process64               com.snapchat.android        clt-jni-backgro u:r:untrusted_app:s0:c66,c259,c512,c768 S< futex_wait_queue_me
16354 17081 10834 app_process64               com.snapchat.android        clt-jni-backgro u:r:untrusted_app:s0:c66,c259,c512,c768 S< futex_wait_queue_me
16354 17082 10834 app_process64               com.snapchat.android        timer-shared-ph u:r:untrusted_app:s0:c66,c259,c512,c768 S< futex_wait_queue_me
16354 17083 10834 app_process64               com.snapchat.android        ui-bg-1         u:r:untrusted_app:s0:c66,c259,c512,c768 S< futex_wait_queue_me
16354 17084 10834 app_process64               com.snapchat.android        ui-bg-3         u:r:untrusted_app:s0:c66,c259,c512,c768 S< futex_wait_queue_me
16354 17085 10834 app_process64               com.snapchat.android        NativeObjectMan u:r:untrusted_app:s0:c66,c259,c512,c768 SN futex_wait_queue_me
16354 17086 10834 app_process64               com.snapchat.android        WM.task-1       u:r:untrusted_app:s0:c66,c259,c512,c768 S futex_wait_queue_me
16354 17087 10834 app_process64               com.snapchat.android        CameraHandlerTh u:r:untrusted_app:s0:c66,c259,c512,c768 S< do_epoll_wait
16354 17088 10834 app_process64               com.snapchat.android        query-2         u:r:untrusted_app:s0:c66,c259,c512,c768 S< futex_wait_queue_me
16354 17202 10834 app_process64               com.snapchat.android        io-0            u:r:untrusted_app:s0:c66,c259,c512,c768 SN futex_wait_queue_me
16354 17220 10834 app_process64               com.snapchat.android        WM.task-2       u:r:untrusted_app:s0:c66,c259,c512,c768 S futex_wait_queue_me
16354 17221 10834 app_process64               com.snapchat.android        query-3         u:r:untrusted_app:s0:c66,c259,c512,c768 S< futex_wait_queue_me
16354 17241 10834 app_process64               com.snapchat.android        query-4         u:r:untrusted_app:s0:c66,c259,c512,c768 S< futex_wait_queue_me
16355 16355 10482 app_process64               com.rifsxd.ksunext          .rifsxd.ksunext u:r:untrusted_app:s0:c226,c257,c512,c768 S< do_epoll_wait
16355 16876 10482 app_process64               com.rifsxd.ksunext          Signal Catcher  u:r:untrusted_app:s0:c226,c257,c512,c768 S< do_sigtimedwait
16355 16877 10482 app_process64               com.rifsxd.ksunext          perfetto_hprof_ u:r:untrusted_app:s0:c226,c257,c512,c768 S< pipe_read
16355 16883 10482 app_process64               com.rifsxd.ksunext          Jit thread pool u:r:untrusted_app:s0:c226,c257,c512,c768 SN futex_wait_queue_me
16355 16884 10482 app_process64               com.rifsxd.ksunext          HeapTaskDaemon  u:r:untrusted_app:s0:c226,c257,c512,c768 SN futex_wait_queue_me
16355 16885 10482 app_process64               com.rifsxd.ksunext          ReferenceQueueD u:r:untrusted_app:s0:c226,c257,c512,c768 SN futex_wait_queue_me
16355 16886 10482 app_process64               com.rifsxd.ksunext          FinalizerDaemon u:r:untrusted_app:s0:c226,c257,c512,c768 SN futex_wait_queue_me
16355 16887 10482 app_process64               com.rifsxd.ksunext          FinalizerWatchd u:r:untrusted_app:s0:c226,c257,c512,c768 SN futex_wait_queue_me
16355 16888 10482 app_process64               com.rifsxd.ksunext          binder:16355_1  u:r:untrusted_app:s0:c226,c257,c512,c768 S binder_thread_read
16355 16889 10482 app_process64               com.rifsxd.ksunext          binder:16355_2  u:r:untrusted_app:s0:c226,c257,c512,c768 S binder_thread_read
16355 16890 10482 app_process64               com.rifsxd.ksunext          binder:16355_3  u:r:untrusted_app:s0:c226,c257,c512,c768 S binder_thread_read
16355 16891 10482 app_process64               com.rifsxd.ksunext          binder:16355_4  u:r:untrusted_app:s0:c226,c257,c512,c768 S binder_thread_read
16355 16896 10482 app_process64               com.rifsxd.ksunext          Profile Saver   u:r:untrusted_app:s0:c226,c257,c512,c768 SN futex_wait_queue_me
16355 16934 10482 app_process64               com.rifsxd.ksunext          process reaper  u:r:untrusted_app:s0:c226,c257,c512,c768 S< do_wait
16355 16935 10482 app_process64               com.rifsxd.ksunext          pool-3-thread-1 u:r:untrusted_app:s0:c226,c257,c512,c768 S futex_wait_queue_me
16355 16948 10482 app_process64               com.rifsxd.ksunext          RenderThread    u:r:untrusted_app:s0:c226,c257,c512,c768 S< do_epoll_wait
16355 16953 10482 app_process64               com.rifsxd.ksunext          process reaper  u:r:untrusted_app:s0:c226,c257,c512,c768 S< do_wait
